Q37064	Q3739104	natural causes	Q12152	myocardial infarction
Q2533405				
Q3059756				
Q1972641				
Q23948048				
Q551674	Q3739104	natural causes	Q623031	liver cancer
Q3084141				
Q950845				
Q215961				
Q3308945				
Q664317				
Q115701				
Q122369563				
Q3372274				
Q490627				
Q3158315				
Q708563				
Q110223263				
Q3506053				
Q2899656				
Q89039660				
Q720089				
Q379931				
Q3132079				
Q3439453				
Q112264091				
Q2848671				
Q3188934				
Q3571485	Q3739104	natural causes	Q220570	pulmonary embolism
Q2958235				
Q1333547				
Q3047865				
Q3435289				
Q3025297	Q21142718	accidental death	Q506616	drowning
Q192615	Q3739104	natural causes	Q12152	myocardial infarction
Q509655				
Q4015395				
Q2934871				
Q27038657				
Q62053859				
Q3093602				
Q2980585				
Q3069144				
Q2511448				
Q3507351				
Q2021033				
Q129402315				
Q3440187				
Q1150342				
Q2260766				
Q2824771				
Q3579833				
Q207076	Q3739104	natural causes		
Q97292938				
Q3384233				
Q376282	Q3739104	natural causes	Q12192	pneumonia
Q3158725				
Q6198637	Q10737	suicide	Q2140674	gunshot wound
Q465249	Q3739104	natural causes	Q202837	cardiac arrest
Q3188626				
Q3174659				
Q8159	Q3739104	natural causes	Q11085	Parkinson's disease
Q16650289				
Q1350841				
Q3876359				
Q464882				
Q365723				
Q3588781				
Q3158860				
Q2824867				
Q461719				
Q3901340				
Q28373977				
Q1605829				
Q21608015				
Q57212				
Q343633	Q3739104	natural causes	Q180614	melanoma
Q154014	Q3739104	natural causes	Q160649	typhus
Q21455654				
Q3960911				
Q2826417				
Q28150873				
Q297717				
Q329228				
Q3265355				
Q2638365				
Q2113909				
Q2566231				
Q80904027				
Q382329				
Q3157140	Q3739104	natural causes	Q47912	lung cancer
Q2845619				
Q40224	Q3739104	natural causes	Q10992004	hereditary cystatin C amyloid angiopathy
Q548687				
Q16007267				
Q3042797	Q3739104	natural causes	Q189588	stomach cancer
Q17488080				
Q233488	Q3739104	natural causes	Q47912	lung cancer
Q3102929				
Q3573575				
Q2957941				
Q1750308				
Q1597408				
Q3026560				
Q705162				
Q54439602				
Q3419125				
Q8753	Q3739104	natural causes	Q189588	stomach cancer
Q2078732				
Q64646				
Q377523				
Q347190				
Q18175119				
Q744023	Q3739104	natural causes	Q12152	myocardial infarction
Q1065318				
Q95269521				
Q3440089				
Q110843277				
Q1593345				
Q27971254				
Q1451216				
Q347201	Q21142718	accidental death	Q744913	aviation accident
Q2835396				
Q7808955				
Q272923				
Q1890518	Q3739104	natural causes	Q84263196	COVID-19
Q30049868				
Q83333				
Q1441627				
Q249976				
Q118146776				
Q2958778				
Q434108				
Q109016804				
Q3083622				
Q81518				
Q3047928				
Q3426436				
Q14584326				
Q16798526				
Q3436131				
Q7363617				
Q3171129				
Q5144712				
Q981274				
Q2831401				
Q7343885				
Q5589	Q3739104	natural causes	Q12152	myocardial infarction
Q948879				
Q3087923				
Q23673522				
Q654231	Q3739104	natural causes	Q852423	laryngeal cancer
Q1042248				
Q60560035				
Q220018	Q3739104	natural causes	Q12078	cancer
Q1402688				
Q603262				
Q248867	Q3739104	natural causes	Q47912	lung cancer
Q3439442				
Q2401009				
Q714712				
Q19358505				
Q485007				
Q3573871	Q3739104	natural causes	Q12152	myocardial infarction
Q713081	Q3739104	natural causes	Q12078	cancer
Q212499				
Q3310263				
Q1685524				
Q3439488				
Q440371				
Q2022	Q10737	suicide	Q3505252	drug overdose
Q53002	Q3739104	natural causes	Q233309	brain tumor
Q5354244	Q3739104	natural causes	Q12136	disease
Q130125229				
Q97353343				
Q2571091				
Q755	Q3739104	natural causes	Q12192	pneumonia
Q22717				
Q100597019				
Q76755				
Q118171893				
Q171438				
Q284314	Q21142718	accidental death	Q9687	traffic collision
Q3092454				
Q92068342				
Q20240982	Q3739104	natural causes	Q12202	stroke
Q6129153				
Q123164	Q3739104	natural causes	Q12152	myocardial infarction
Q3144833				
Q4760000				
Q719997				
Q109810050				
Q135508621				
Q3526504				
Q28790987				
Q60465	Q3739104	natural causes	Q47912	lung cancer
Q2372066				
Q2831024				
Q19358516				
Q1356478				
Q239760	Q3739104	natural causes	Q1368943	cerebral hemorrhage
Q110910730				
Q3143176				
Q34041960				
Q55239121				
Q11168465				
Q482167				
Q7704531				
Q117219354				
Q1042039				
Q274349				
Q55672050				
Q3121574			Q9687	traffic collision
Q3385905				
Q3185441				
Q3605695				
Q55224978				
Q18944559				
Q3301538				
Q187099	Q3739104	natural causes	Q14467705	surgical complications
Q161076				
Q1874632	Q21142718	accidental death	Q9687	traffic collision
Q3173031				
Q2391295				
Q2848073				
Q2840126				
Q274888				
Q1587157				
Q17350592				
Q76972	Q8454	capital punishment	Q204933	decapitation
Q2871327				
Q121976				
Q55217620				
Q10789042				
Q19629383	Q21142718	accidental death		
Q6793517				
Q2824889				
Q1101643	Q3739104	natural causes	Q181754	heart failure
Q198621				
Q179365				
Q105046597				
Q3265359				
Q563318				
Q884606				
Q3169524				
Q334965				
Q18744644				
Q2845572				
Q57915				
Q3371030				
Q3425926				
Q113805592				
Q303	Q3739104	natural causes	Q12152	myocardial infarction
Q62061697				
Q1905245				
Q1685824				
Q274969				
Q3611474				
Q289325				
Q3440015				
Q361695				
Q3588467				
Q59527276				
Q112307610				
Q2831073				
Q2870815				
Q328645				
Q3301977				
Q3439377				
Q3440119				
Q3047780				
Q105392281				
Q3099105				
Q13500109				
Q76943	Q3739104	natural causes	Q12152	myocardial infarction
Q118132310				
Q542059				
Q53371				
Q104371255				
Q28494758				
Q560823				
Q2379498				
Q3426396				
Q27678667				
Q3067463				
Q3261834				
Q20851373				
Q672400				
Q3292614				
Q1518051				
Q55672606				
Q3557606				
Q60876				
Q1606451				
Q3438926				
Q690155				
Q20190764				
Q52150380				
Q336388				
Q55097213				
Q7150449				
Q33192442				
Q3063540				
Q28357573				
Q55672148				
Q460580				
Q20737485				
Q22668926				
Q1410755				
Q18328198				
Q98987317				
Q272189				
Q508217				
Q2633356				
Q3565308				
Q3609217				
Q3168035				
Q91256				
Q24537439				
Q323232				
Q436340				
Q17350067				
Q28355939				
Q28115179				
Q213892				
Q81757692				
Q109810525				
Q1240457				
Q3300449				
Q3383494				
Q99869				
Q817462				
Q96578840				
Q561852	Q3739104	natural causes	Q181754	heart failure
Q116860636				
Q521588				
Q127061448				
Q136465547				
Q2144623				
Q1235443				
Q3263250				
Q5195911	Q3739104	natural causes	Q12192	pneumonia
Q1336172				
Q19959247				
Q1061945				
Q984359				
Q16253359				
Q7351	Q3739104	natural causes		
Q1793727				
Q193236	Q3739104	natural causes	Q1368943	cerebral hemorrhage
Q727302				
Q733257				
Q1329778				
Q3588624				
Q130375898				
Q3173023				
Q7349824				
Q455937	Q3739104	natural causes	Q12152	myocardial infarction
Q86719770				
Q19944952				
Q1798144				
Q98916082				
Q62104393				
Q9082				
Q65159651				
Q7126330				
Q73990				
Q17579850				
Q2831516				
Q720436				
Q156700				
Q3557537				
Q3098925				
Q26408				
Q150552				
Q15970422				
Q3419406				
Q592781				
Q982418				
Q3121735				
Q2848336				
Q7371	Q3739104	natural causes	Q12152	myocardial infarction
Q1689162	Q3739104	natural causes	Q12202	stroke
Q2064625				
Q28150987				
Q3421172				
Q718852				
Q105833783				
Q52156742				
Q979267	Q3739104	natural causes	Q12192	pneumonia
Q3174208				
Q463800				
Q3371795				
Q3302642				
Q55239089				
Q55068622				
Q706406	Q3739104	natural causes	Q12152	myocardial infarction
Q6711031				
Q3426240				
Q15968472				
Q3102597				
Q3588567				
Q11929010				
Q30755				
Q30303480				
Q3894528				
Q3618051				
Q3386979			Q2140674	gunshot wound
Q106001	Q3739104	natural causes	Q202837	cardiac arrest
Q3159629				
Q3302064				
Q1360888	Q3739104	natural causes	Q12078	cancer
Q55937428				
Q2640976				
Q78258				
Q63970095				
Q3099147	Q21142718	accidental death		
Q3130993				
Q3384868				
Q104575				
Q2847883				
Q3132894				
Q310924				
Q171834	Q149086	homicide	Q1634609	kidnapping of Aldo Moro
Q15970345				
Q585281				
Q523464				
Q92318				
Q6390242				
Q55672442				
Q65532005				
Q1685157				
Q97947164				
Q109810760				
Q3166672				
Q534015				
Q104178423				
Q523392	Q3739104	natural causes	Q12152	myocardial infarction
Q109812639				
Q37177501				
Q34072404				
Q458816				
Q2871604				
Q3474061				
Q3105834				
Q2419898				
Q3173121				
Q405699				
Q3059906				
Q127707	Q3739104	natural causes	Q12078	cancer
Q1406521				
Q1383897				
Q3059966				
Q123509454				
Q2858842				
Q98804812				
Q41317630				
Q3387652				
Q3142783				
Q955719				
Q3436607				
Q2958846				
Q573180				
Q15430614				
Q1153004	Q3739104	natural causes	Q55790434	lip and oral cavity carcinoma
Q3166541				
Q517289				
Q3425745				
Q1369056				
Q2829859				
Q964776				
Q8033690				
Q2437872				
Q3262961				
Q3426853				
Q1261570	Q3739104	natural causes	Q12152	myocardial infarction
Q290464	Q3739104	natural causes	Q623031	liver cancer
Q156889				
Q56692303				
Q3557624				
Q56881061				
Q3490982				
Q503940	Q3739104	natural causes	Q389735	cardiovascular disease
Q45006				
Q2824751				
Q3289587				
Q69871998				
Q3579884				
Q2190717				
Q1065826	Q3739104	natural causes	Q12078	cancer
Q5478336				
Q982032				
Q60239				
Q2975088				
Q3105598				
Q436784	Q3739104	natural causes	Q12192	pneumonia
Q3263114				
Q3262711				
Q1094964	Q3739104	natural causes	Q1054718	kidney disease
Q113468277				
Q918361				
Q20787677				
Q229545	Q3739104	natural causes	Q202837	cardiac arrest
Q55238991				
Q3023001	Q10737	suicide		
Q17320655				
Q3132193				
Q2060248				
Q110935789				
Q3104719				
Q286209				
Q1459914				
Q18744866				
Q17350488				
Q969149	Q3739104	natural causes	Q11085	Parkinson's disease
Q237287	Q3739104	natural causes	Q3010352	cerebrovascular disease
Q23005245				
Q95272				
Q935287				
Q76504				
Q5230104				
Q11866263				
Q1463671				
Q122371551				
Q131462777				
Q28096764				
Q346939				
Q273607				
Q41795544				
Q518576				
Q3170394				
Q492008				
Q1064374				
Q41795656				
Q2676536				
Q21064770				
Q106441264				
Q333755	Q3739104	natural causes	Q34879	staphylococcal infection
Q958538				
Q987757				
Q3383432				
Q2850883				
Q539385	Q3739104	natural causes	Q12202	stroke
Q3098965				
Q516121				
Q284752				
Q573644				
Q3026993				
Q1613544	Q3739104	natural causes	Q12078	cancer
Q19933139				
Q15734486				
Q451631				
Q3265472				
Q112305275				
Q23681157				
Q21209	Q216169	execution by firing squad	Q2140674	gunshot wound
Q272				
Q2959041				
Q3174837				
Q6225718				
Q68501	Q3739104	natural causes	Q8277	multiple sclerosis
Q3188410				
Q66793575				
Q45166648				
Q3159326				
Q1893157				
Q2833564				
Q90149895				
Q7192445				
Q229513	Q3739104	natural causes	Q47912	lung cancer
Q3262394				
Q3059977				
Q5908934	Q3739104	natural causes	Q18123741	infectious disease
Q1871921				
Q24931377				
Q1658703				
Q115181719				
Q5740019				
Q1763491				
Q2545721				
Q61483896				
Q3133192				
Q1332267				
Q5400253				
Q7364045				
Q124734784				
Q320471				
Q3119817				
Q5511657				
Q3275727				
Q91828				
Q2871244				
Q937	Q3739104	natural causes	Q2256736	abdominal aortic aneurysm
Q1556716				
Q560815				
Q715511				
Q2868967				
Q55238868				
Q16026167				
Q3103399				
Q3131893				
Q109811312				
Q47208212				
Q3260719				
Q2847346				
Q880613				
Q20807817				
Q3383183				
Q21458808				
Q822594				
Q3160281				
Q55398	Q3739104	natural causes	Q12204	tuberculosis
Q55410	Q3739104	natural causes	Q3658498	rheumatic heart disease
Q3130987				
Q44119				
Q745313				
Q18578419				
Q3384916			Q9687	traffic collision
Q8006313				
Q76456	Q3739104	natural causes	Q12152	myocardial infarction
Q34013	Q3739104	natural causes	Q18479879	brain congestion
Q7343487				
Q870539				
Q3174669				
Q109810640				
Q153832				
Q463441				
Q3047850				
Q352008				
Q3262651				
Q7613978				
Q15406933				
Q499288				
Q3387903				
Q3262363				
Q71032				
Q5076618				
Q310989	Q3739104	natural causes	Q208414	lymphoma
Q3109499				
Q294927	Q3739104	natural causes	Q389735	cardiovascular disease
Q110223251				
Q72173				
Q119073	Q3739104	natural causes	Q12136	disease
Q61854	Q3739104	natural causes	Q12152	myocardial infarction
Q1150116				
Q3100647				
Q330824				
Q2958889				
Q3106986				
Q56226100				
Q656691	Q3739104	natural causes	Q12152	myocardial infarction
Q338617				
Q2837262				
Q47358221				
Q43948	Q3739104	natural causes	Q12204	tuberculosis
Q1508992				
Q200458				
Q722421				
Q237911				
Q36488	Q3739104	natural causes		
Q3384910				
Q934568				
Q5625716				
Q5662202				
Q18215249				
Q1674431				
Q2847200				
Q3271218				
Q3074294				
Q62400				
Q207359	Q3739104	natural causes	Q184559	arteriosclerosis
Q2898728				
Q1152965				
Q45353642				
Q215777	Q3739104	natural causes		
Q1460231				
Q3484541				
Q83719338				
Q78267				
Q210308	Q3739104	natural causes	Q12152|Q12192	myocardial infarction|pneumonia
Q24578870				
Q766783	Q3739104	natural causes	Q35869	asthma
Q2831044				
Q640135				
Q498503	Q3739104	natural causes	Q181257	prostate cancer
Q2965164				
Q1994456				
Q2831830				
Q194828				
Q67511				
Q3370449				
Q3069326				
Q1478360				
Q48804507				
Q275985				
Q3102352				
Q1409410				
Q47695				
Q12171051				
Q110223238				
Q522955				
Q548130				
Q497678				
Q27136035				
Q95635121				
Q4722350				
Q3142514				
Q3309784				
Q766644				
Q109876853				
Q90284032				
Q47028502				
Q41257	Q3739104	natural causes	Q183134	sepsis
Q728088				
Q905471				
Q3383859				
Q96399343				
Q44103161				
Q710052				
Q253288				
Q349785	Q3739104	natural causes	Q181257	prostate cancer
Q108921990				
Q15970651				
Q29312683				
Q4730510				
Q3270710				
Q551761				
Q1810697				
Q3188688				
Q79263566				
Q2830968				
Q3094002				
Q357582				
Q3188910				
Q3131260				
Q21587718				
Q7192198				
Q2980609				
Q3301066				
Q17104167				
Q2059329				
Q3421115				
Q52155307				
Q3264891				
Q47899663				
Q2847553				
Q1871397				
Q87758999				
Q2959835				
Q2959552				
Q686316				
Q110263318				
Q288581				
Q1994957				
Q1238917	Q3739104	natural causes	Q372701	esophageal cancer
Q3185623				
Q354092				
Q5539634	Q3739104	natural causes	Q12078	cancer
Q363509				
Q472118				
Q2635330				
Q962731				
Q60485549				
Q3734306				
Q3185168				
Q171826	Q3739104	natural causes	Q12152	myocardial infarction
Q112726359				
Q505758				
Q242150				
Q98962703				
Q122369448				
Q3557509				
Q3170744				
Q3740344				
Q3219208				
Q369533				
Q55997113				
Q103564	Q10737	suicide	Q506616	drowning
Q2960069				
Q20734486				
Q2682738				
Q213919				
Q58851				
Q109832817				
Q3301543				
Q955901				
Q93381066				
Q5325708	Q21142718	accidental death	Q2822719	domestic accident
Q3301327				
Q286028	Q3739104	natural causes	Q189588	stomach cancer
Q122368399				
Q2341186				
Q35155361				
Q708578				
Q2381218				
Q157155				
Q2958728				
Q320036				
Q45917291				
Q2959557				
Q133821164				
Q3384772				
Q3102444				
Q55432653				
Q93493609				
Q2847640				
Q3189516				
Q270187				
Q3292738				
Q3439403				
Q3438960				
Q1064488				
Q63051				
Q3172258	Q3739104	natural causes	Q12136	disease
Q2898310				
Q1615458				
Q387141				
Q164487	Q3739104	natural causes	Q12192	pneumonia
Q518512				
Q3384551				
Q560658				
Q2607219				
Q3103519				
Q1819079				
Q1685376	Q3739104	natural causes	Q9303627	brain cancer
Q926153	Q3739104	natural causes	Q1649580	organ dysfunction
Q93386829				
Q3069080				
Q538411	Q3739104	natural causes	Q181257	prostate cancer
Q3460571				
Q2847654				
Q59524453				
Q135394658				
Q3289210				
Q18611023				
Q2831133				
Q156272	Q21142718	accidental death	Q9687	traffic collision
Q726967				
Q62070876				
Q692757				
Q3092335				
Q315072	Q3739104	natural causes	Q623031	liver cancer
Q3311585				
Q119397722				
Q101010769				
Q2821539				
Q43282855				
Q137042	Q3739104	natural causes	Q47912	lung cancer
Q59387104				
Q622587				
Q3484560				
Q16029428				
Q18713651				
Q4133133				
Q721362	Q3739104	natural causes	Q12204	tuberculosis
Q17105277				
Q472568				
Q3434778				
Q1711764				
Q550943				
Q2979307				
Q172346				
Q98962696				
Q2245197				
Q45205	Q3739104	natural causes	Q187255|Q2361887	internal bleeding|rheumatoid arthritis
Q1710731				
Q3236803				
Q98935157				
Q1887774				
Q1753344				
Q3289176				
Q2520530				
Q4355901	Q21142718	accidental death	Q11637534	falling from height
Q313096				
Q116198422				
Q547276				
Q2439167				
Q158062				
Q30049921				
Q3158751				
Q57557049				
Q3496659				
Q26214364				
Q694857				
Q62365				
Q109811343				
Q3557173				
Q2038	Q3739104	natural causes	Q181257	prostate cancer
Q739866	Q3739104	natural causes	Q389735	cardiovascular disease
Q109811360				
Q3166809				
Q2939637				
Q2833962				
Q73258407				
Q940190				
Q5621275				
Q113989313				
Q929238				
Q365050	Q3739104	natural causes	Q131742	hepatitis
Q109810634				
Q3925	Q21142718	accidental death	Q9687	traffic collision
Q17304952				
Q32985098				
Q6504193				
Q1056872				
Q87647489				
Q3484531				
Q1347314				
Q23818814				
Q6141560	Q3739104	natural causes	Q12078	cancer
Q5407617				
Q3435178				
Q2960758				
Q82212				
Q3185614				
Q192131				
Q3261261				
Q3185144				
Q928664				
Q3300832				
Q3608946				
Q2255683				
Q572943	Q10737	suicide		
Q3047773				
Q3174535				
Q456776	Q3739104	natural causes	Q12192	pneumonia
Q2231385				
Q1337643	Q3739104	natural causes	Q12202	stroke
Q3137			Q9687	traffic collision
Q329300				
Q2788498				
Q7964096				
Q535188				
Q62070916				
Q88550777				
Q125543843				
Q37766407				
Q519172				
Q1486186				
Q950279	Q3739104	natural causes	Q11081	Alzheimer's disease
Q3160163				
Q20027706				
Q2373686				
Q105701039				
Q716201				
Q20089286				
Q233843	Q3739104	natural causes	Q188874	colorectal cancer
Q3371780				
Q3426310			Q744913	aviation accident
Q62622675				
Q3160095				
Q2958599				
Q1097754				
Q34618	Q3739104	natural causes	Q12152	myocardial infarction
Q3171111				
Q110935128				
Q23891153				
Q205314	Q3739104	natural causes	Q12152|Q644318	myocardial infarction|vasculitis
Q771097				
Q109812186				
Q16015289				
Q1065691				
Q112364210				
Q1056920				
Q4163158				
Q113271				
Q822756	Q3739104	natural causes	Q12152	myocardial infarction
Q313584				
Q3158657				
Q3262928				
Q2093504				
Q295830				
Q3102172				
Q121926				
Q441323				
Q779433				
Q2526527				
Q316536	Q3739104	natural causes	Q12204	tuberculosis
Q1343174	Q3739104	natural causes	Q1368943	cerebral hemorrhage
Q3426802				
Q1509075				
Q104715431				
Q97016498				
Q84849938				
Q3164202				
Q1246805				
Q3955906				
Q15971772				
Q3188375				
Q75306256				
Q981499				
Q708974				
Q111371189				
Q20961784				
Q3645737				
Q1707904				
Q536286				
Q326434				
Q3310240				
Q3439968				
Q3383853				
Q2522584				
Q956459				
Q522257				
Q2959015				
Q3384684				
Q16748249				
Q3131493				
Q286475				
Q98909536				
Q105338136				
Q3439309				
Q553384				
Q1556834				
Q89058242				
Q381627				
Q168971				
Q2714618	Q3739104	natural causes	Q12078	cancer
Q2935054				
Q2835258				
Q1575566				
Q3060219				
Q3383462				
Q946733				
Q945147				
Q3439435				
Q845549				
Q7099	Q3739104	natural causes		
Q6076108	Q3739104	natural causes	Q12078	cancer
Q2848934	Q3739104	natural causes	Q12204	tuberculosis
Q7833	Q3739104	natural causes	Q12152	myocardial infarction
Q6081776				
Q3023051				
Q2848176				
Q109530819				
Q373471				
Q3530721	Q3739104	natural causes	Q4651894	death from AIDS-related complications
Q444773				
Q184622	Q3739104	natural causes	Q372701	esophageal cancer
Q169906	Q3739104	natural causes	Q188874	colorectal cancer
Q120447				
Q2383986				
Q4237				
Q2645477				
Q2847292				
Q332586				
Q2958544				
Q234697				
Q1892968				
Q867071				
Q16090929				
Q3092443				
Q3426776				
Q3082051				
Q110016814				
Q2659138				
Q131987				
Q122371423				
Q2185	Q3739104	natural causes	Q208414|Q29496	leukemia|lymphoma
Q328126	Q3739104	natural causes	Q11081	Alzheimer's disease
Q1787839				
Q2925431				
Q1521637				
Q3261440				
Q3843048				
Q3056848				
Q110176757				
Q3384123				
Q3169934				
Q1333130				
Q120993	Q3739104	natural causes	Q3854687	tuberculous meningitis
Q3507064				
Q3573482				
Q52149846				
Q6095801				
Q3174743				
Q48956				
Q3104182				
Q2087071				
Q98966				
Q5130333				
Q290517				
Q1377389				
Q125873782				
Q3292688				
Q3092464				
Q2842375	Q3739104	natural causes	Q47912	lung cancer
Q664268	Q21142718	accidental death	Q9687	traffic collision
Q65153527				
Q3171349				
Q4935602	Q3739104	natural causes	Q12078	cancer
Q523545	Q3739104	natural causes	Q3010352	cerebrovascular disease
Q507447				
Q1539178				
Q3130927				
Q452065	Q3739104	natural causes	Q12136	disease
Q3168560				
Q3166986	Q3739104	natural causes	Q84263196	COVID-19
Q2353665				
Q76430	Q3739104	natural causes	Q12090	cholera
Q12792288				
Q47773219				
Q298827				
Q112228597				
Q3121896				
Q29261443				
Q2847576				
Q48301	Q3739104	natural causes	Q18123741	infectious disease
Q116045752				
Q3371159				
Q7126963				
Q20643943				
Q3261559				
Q328335	Q3739104	natural causes	Q12078	cancer
Q959431	Q3739104	natural causes	Q12202	stroke
Q2958854				
Q46373	Q3739104	natural causes	Q12202|Q189389	aneurysm|stroke
Q450179				
Q52155183				
Q558245				
Q2847739				
Q1589056				
Q55837116				
Q518748				
Q1228588				
Q3428829	Q3739104	natural causes	Q47912	lung cancer
Q19414361				
Q1292046				
Q518672				
Q3103122				
Q20829767				
Q1441510	Q18663901	death in battle		
Q2830410				
Q3173456				
Q2606914				
Q3101478				
Q2959052				
Q18508257				
Q676001				
Q21072290	Q3739104	natural causes	Q83030	dementia
Q3102455				
Q520493				
Q1351843				
Q16661346				
Q709423				
Q3262301				
Q465452	Q3739104	natural causes	Q9303627	brain cancer
Q350868				
Q88787844				
Q131452241				
Q67848				
Q3062962				
Q112836753				
Q109811671				
Q29558840				
Q17621305				
Q909321				
Q104032310				
Q722412	Q3739104	natural causes	Q12152	myocardial infarction
Q736747				
Q2847922				
Q2966075				
Q2994845				
Q3301240				
Q97035489				
Q1557621				
Q3091070				
Q315048				
Q3767928				
Q15970264				
Q1167963				
Q3588314				
Q34012	Q3739104	natural causes	Q767485	respiratory failure
Q3121841				
Q289739				
Q380297				
Q131456364				
Q3102738				
Q50810352				
Q7287342				
Q97119707				
Q105952594				
Q2847184				
Q16663836				
Q109810077				
Q3588517				
Q53709544				
Q366285	Q3739104	natural causes	Q189588	stomach cancer
Q75960				
Q3384856				
Q1360161				
Q19629756				
Q3166529				
